,0,1,2,3,4,5,6,7,8,9,10,11,12,13
153,0,3,2,0,0,0.00,3,caught,1,,v India,The Oval,12 Jul 2022,ODI # 4424
154,11,43,21,0,0,52.38,3,lbw,1,,v India,Lord's,14 Jul 2022,ODI # 4428
155,0,4,3,0,0,0.00,3,caught,1,,v India,Manchester,17 Jul 2022,ODI # 4433
156,86,116,77,5,2,111.68,3,bowled,2,,v South Africa,Chester-le-Street,19 Jul 2022,ODI # 4434
157,1,9,3,0,0,33.33,4,caught,1,,v South Africa,Manchester,22 Jul 2022,ODI # 4435
158,TDNB,-,-,-,-,-,-,-,-,,v South Africa,Leeds,24 Jul 2022,ODI # 4437
159,6,25,15,0,0,40.00,3,caught,1,,v New Zealand,Cardiff,8 Sep 2023,ODI # 4636
160,0,2,2,0,0,0.00,3,lbw,1,,v New Zealand,Southampton,10 Sep 2023,ODI # 4640
161,4,10,7,1,0,57.14,3,bowled,1,,v New Zealand,The Oval,13 Sep 2023,ODI # 4643
162,29,66,40,2,1,72.50,3,bowled,1,,v New Zealand,Lord's,15 Sep 2023,ODI # 4647
163,77,140,86,4,1,89.53,3,bowled,1,,v New Zealand,Ahmedabad,5 Oct 2023,ODI # 4658
164,82,107,68,8,1,120.58,3,caught,1,,v Bangladesh,Dharamsala,10 Oct 2023,ODI # 4664
0,Runs,Mins,BF,4s,6s,SR,Pos,Dismissal,Inns,,Opposition,Ground,Start Date,
1,30,58,40,1,0,75.00,4,bowled,1,,v New Zealand,Lord's,31 May 2013,ODI # 3360
2,28,45,27,1,0,103.70,4,caught,2,,v New Zealand,Southampton,2 Jun 2013,ODI # 3361
3,33,52,50,1,0,66.00,4,run out,1,,v New Zealand,Nottingham,5 Jun 2013,ODI # 3362
4,12,23,17,1,0,70.58,4,caught,1,,v Australia,Birmingham,8 Jun 2013,ODI # 3365
5,68,74,55,5,0,123.63,4,caught,1,,v Sri Lanka,The Oval,13 Jun 2013,ODI # 3370
6,38,47,40,2,1,95.00,4,caught,1,,v New Zealand,Cardiff,16 Jun 2013,ODI # 3373
7,48,90,71,7,0,67.60,4,bowled,2,,v South Africa,The Oval,19 Jun 2013,ODI # 3375
8,7,8,9,0,0,77.77,4,caught,2,,v India,Birmingham,23 Jun 2013,ODI # 3377
9,3,26,15,0,0,20.00,4,bowled,2,,v Australia,Manchester,8 Sep 2013,ODI # 3412
10,12,36,24,1,0,50.00,4,caught,1,,v Australia,Birmingham,11 Sep 2013,ODI # 3414
11,0,1,1,0,0,0.00,4,caught,2,,v Australia,Cardiff,14 Sep 2013,ODI # 3415
12,21,62,36,0,0,58.33,3,bowled,2,,v Australia,Southampton,16 Sep 2013,ODI # 3416
13,45,55,41,2,1,109.75,5,lbw,1,,v Sri Lanka,The Oval,22 May 2014,ODI # 3492
14,0,2,3,0,0,0.00,4,bowled,2,,v Sri Lanka,Chester-le-Street,25 May 2014,ODI # 3493
15,DNB,-,-,-,-,-,-,-,2,,v Sri Lanka,Manchester,28 May 2014,ODI # 3494
16,43,90,68,1,0,63.23,4,caught,2,,v Sri Lanka,Lord's,31 May 2014,ODI # 3495
17,10,16,11,1,0,90.90,4,caught,1,,v Sri Lanka,Birmingham,3 Jun 2014,ODI # 3496
18,4,11,4,1,0,100.00,4,bowled,2,,v India,Cardiff,27 Aug 2014,ODI # 3517
19,2,7,7,0,0,28.57,4,stumped,1,,v India,Nottingham,30 Aug 2014,ODI # 3520
20,44,97,81,2,0,54.32,4,caught,1,,v India,Birmingham,2 Sep 2014,ODI # 3523
21,113,133,108,10,3,104.62,4,caught,1,,v India,Leeds,5 Sep 2014,ODI # 3525
22,104,108,78,13,2,133.33,3,caught,1,,v New Zealand,Birmingham,9 Jun 2015,ODI # 3654
23,6,11,10,0,0,60.00,3,caught,2,,v New Zealand,The Oval,12 Jun 2015,ODI # 3655
24,54,90,63,6,0,85.71,3,bowled,1,,v New Zealand,Southampton,14 Jun 2015,ODI # 3656
25,106*,139,97,13,0,109.27,3,not out,2,,v New Zealand,Nottingham,17 Jun 2015,ODI # 3657
